GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	15532	50944285	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	50944465	52317535	6	3	3
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	52317592	53245018	4	3	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	53247067	72447197	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	72447495	72453098	1	1	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	72453267	74276993	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	74279441	74282638	1	1	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	74282774	181082804	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr5	181082910	181363319	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	149661	56581813	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	56582008	63032136	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	63039234	63065356	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	63065983	65561137	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	65561261	65623889	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	65627203	72512879	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	72518093	75466074	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	75466651	76382892	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	76382970	76494491	1	1	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	76496856	77517174	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	77517200	77552024	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	77558139	123188357	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	123189871	123534295	6	5	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	123537163	123977621	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	123977894	124008733	6	6	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr6	124008911	170741917	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	43259	29755951	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	29756451	29904118	4	3	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	29904446	65909648	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	65910115	105132504	6	3	3
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	105132931	105259522	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	105264610	108606553	6	3	3
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	108609090	110827968	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	110828403	110943219	4	3	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	110944133	111324494	1	1	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	111326193	111560422	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr7	111561480	159334314	4	3	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	81254	40336937	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	40338120	41769279	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	41769436	41784646	19	17	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	41787343	42136633	27	25	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	42143465	43912083	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	43923771	55447674	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	55451004	55696466	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr8	55696754	145072769	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr9	46587	3125664	3	3	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr9	3125843	3137952	1	1	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr9	3138642	21933126	3	3	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr9	21933945	22043045	0	0	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr9	22043266	91418345	3	3	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr9	91419669	138200944	4	4	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	45792	5125983	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	5127974	5244637	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	5244952	23266087	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	23268782	23588315	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	23593749	42159354	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	42160224	95105336	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	95105427	95115957	11	11	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr10	95116202	133654968	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr11	198510	4949013	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr11	4949047	4955042	0	0	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr11	4955781	135074876	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr12	51460	1136052	7	5	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr12	1138902	34605331	6	4	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr12	34606648	133201603	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr13	18452809	48029705	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr13	48032772	114342922	3	3	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr14	18239283	105733039	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr14	105752248	106311479	10	10	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr14	106311541	106877229	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr15	19811075	91983627	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr15	91985046	92098694	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr15	92101690	101928837	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr16	10777	78146454	3	3	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr16	78148089	78878928	0	0	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr16	78879218	90096867	3	3	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	150733	1620734	5	5	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	1624072	9031446	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	9031610	10571236	8	8	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	10575406	10623090	31	31	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	10627933	13304169	17	17	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	13305359	13533006	11	11	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	13533390	26943491	5	5	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	26943774	28525349	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	28525513	29140898	7	5	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	29143848	31277493	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	31287496	41258395	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	41262120	41274279	0	0	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	41276472	43222561	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	43322294	46100092	6	4	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	46103588	46940493	7	5	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	46941097	46957017	9	6	3
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	46962751	68132424	6	4	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	68134983	68178765	1	1	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr17	68183009	83091923	6	4	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	48133	15402409	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	20949392	25407333	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	25407941	25832318	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	25836860	27278371	58	57	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	27278614	27548823	120	120	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	27550696	32266951	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	32267039	32383734	1	1	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr18	32390213	80257174	2	2	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr19	90910	21492431	3	3	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr19	21492533	23289295	4	3	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr19	23294653	24278853	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr19	24279607	58586487	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr20	80664	64324800	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr21	12973348	18923742	5	3	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr21	18923894	46677045	4	2	2
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr22	16392123	34881592	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr22	34881756	34891528	6	3	3
4cc327f7-0f15-4d67-bc99-c072595f1e25	chr22	34891636	50796027	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chrX	251810	44603380	2	1	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chrX	44606688	51932447	4	3	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chrX	51934601	63020245	3	2	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chrX	63023738	156004181	4	3	1
4cc327f7-0f15-4d67-bc99-c072595f1e25	chrY	2782397	26653788	0	0	0
4cc327f7-0f15-4d67-bc99-c072595f1e25	chrY	56872112	56872112	5	5	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr1	62920	3005345	4	3	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr1	3005456	10272010	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr1	10272044	121705338	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr1	143541857	210921770	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr1	210922017	214148352	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr1	214149513	245401441	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr1	245402611	248930189	9	5	4
3bcf1016-6d45-416a-9664-57d6be5872e3	chr2	12784	100471135	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr2	100471798	100490686	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr2	100490891	140989724	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr2	140990392	141336101	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr2	141336438	191119069	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr2	191122107	191137973	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr2	191140169	242147305	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	20930	496378	1	1	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	496675	4550360	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	4551381	26015685	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	26015836	59996610	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	59998002	60440841	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	60440859	73570611	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	73570752	73599519	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	73601313	79658207	2	1	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	79658455	89357795	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	89357875	89370231	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	89370771	93889776	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	93890681	104401887	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	104402160	126189547	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	126189655	126215273	2	1	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	126215350	146538692	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	146539520	146543309	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	146543340	175105993	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	175106043	176038415	10	8	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	176041258	176775879	17	15	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	176776362	178480264	25	23	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	178482049	182605126	19	17	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	182607204	183427098	23	22	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	183437995	194391500	8	6	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	194391520	194505757	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	194505796	195047111	6	6	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	195048044	195153226	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	195153563	197574824	5	5	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr3	197574882	198169247	2	1	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	68929	11390359	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	11392730	12633037	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	12634475	20119166	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	20123330	46630186	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	46631159	48500391	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	48504146	114252544	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	114254167	114261019	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr4	114263073	190106768	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr5	15532	12357056	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr5	12359453	14400165	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr5	14400846	14769941	7	5	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr5	14770644	181363319	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	149661	1918895	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	1921004	5055090	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	5055526	10839030	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	10840510	13374655	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	13375215	23638183	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	23640635	30296530	4	3	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	30297156	30561845	1	1	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	30574075	40141186	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	40142880	42264336	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	42266949	45850579	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	45852033	54389262	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	54389301	56122093	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	56123721	162891658	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	162891813	163210901	2	1	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr6	163210976	170741917	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	43259	78387422	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	78389386	86291465	10	7	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	86295673	87550712	13	11	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	87550882	89511104	10	7	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	89511270	89534589	21	16	5
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	89534826	93635746	12	9	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	93636427	96059199	13	9	4
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	96059863	103692385	8	4	4
3bcf1016-6d45-416a-9664-57d6be5872e3	chr7	103694109	159334314	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr8	81254	43893906	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr8	43896789	46012589	1	1	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr8	46012735	127988638	5	4	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr8	127989551	144695523	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr8	144695620	145072769	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr9	46587	41741113	2	1	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr9	60863881	111685145	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr9	111685435	111746338	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr9	111751059	138200944	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	45792	702920	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	703298	798226	1	1	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	803290	24086334	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	24088745	24089125	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	24089979	95105336	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	95105427	95115957	21	21	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	95116202	110282433	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	110283229	129776481	6	4	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	129777658	129785274	1	1	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr10	129785289	133654968	6	4	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	198510	45220192	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	45220311	55065632	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	55067910	69101506	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	69101566	69109694	7	7	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	69117287	69460664	10	8	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	69460759	70412126	20	19	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	70413092	71239775	17	16	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	71245281	71389198	8	6	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	71389256	92890442	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	92893262	98944013	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	98945841	104900759	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	104901412	104910172	5	4	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr11	104910307	135074876	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr12	51460	44589669	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr12	44589878	49026295	9	7	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr12	49028576	58023291	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr12	58027270	58046931	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr12	58047077	133201603	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr13	18452809	110726452	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr13	110726682	114342922	6	4	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr14	18239283	25413340	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr14	25416456	33814822	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr14	33814908	36109423	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr14	36113214	52206550	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr14	52208159	106877229	5	5	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr15	19811075	78228206	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr15	78228866	101928837	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr16	10777	57848657	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr16	57848670	68444842	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr16	68445470	78343037	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr16	78343264	78350841	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr16	78350868	80460348	7	4	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr16	80460477	90096867	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr17	150733	9842797	3	3	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr17	9842997	20805376	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr17	20805811	30390515	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr17	30390824	46084941	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr17	46085231	46274563	7	5	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr17	46275506	83091923	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr18	48133	10366329	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr18	10367202	10562911	8	6	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr18	10563080	15402409	6	4	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr18	20949392	80257174	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr19	90910	29259513	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr19	29260207	29646128	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr19	29646206	33266685	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr19	33271351	33292964	10	5	5
3bcf1016-6d45-416a-9664-57d6be5872e3	chr19	33293900	58586487	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr20	80664	25416240	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr20	25416621	64324800	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chr21	12973348	31973068	2	1	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr21	31977613	38880226	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr21	38881835	45903608	2	2	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr21	45903828	45922202	11	8	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr21	45922608	46677045	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chr22	16392123	16796525	6	3	3
3bcf1016-6d45-416a-9664-57d6be5872e3	chr22	16798223	23378024	5	5	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chr22	23378233	50796027	4	4	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	251810	5715190	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	5718034	21150244	5	3	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	21152219	22489937	10	8	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	22490071	24840414	12	10	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	24841165	54887505	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	54888670	95124376	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	95124860	95141627	0	0	0
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	95141864	95159272	11	6	5
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	95160023	119686443	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	119687199	122356717	4	2	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	122356856	142608886	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	142608959	142624756	7	5	2
3bcf1016-6d45-416a-9664-57d6be5872e3	chrX	142625477	156004181	3	2	1
3bcf1016-6d45-416a-9664-57d6be5872e3	chrY	2782397	56872112	0	0	0
f17f0419-b9a0-4070-b065-08302431258e	chr1	61735	248930189	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr2	12784	242147305	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr3	18667	93926203	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr3	93927365	198169247	3	2	1
f17f0419-b9a0-4070-b065-08302431258e	chr4	12281	186676055	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr4	186676211	188001391	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr4	188001616	190106768	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr5	15532	46386290	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr5	46389171	52046370	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr5	52046858	181363319	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr6	149661	170741917	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	43259	9628357	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	9631583	9838398	2	2	0
f17f0419-b9a0-4070-b065-08302431258e	chr7	9839662	62250906	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	62251255	78989991	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr7	78993902	79220905	4	2	2
f17f0419-b9a0-4070-b065-08302431258e	chr7	79222425	82828640	6	5	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	82830603	85706145	8	7	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	85708517	89125263	6	5	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	89125528	106201902	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	106205362	120770571	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr7	120774824	124598997	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	124600045	125788194	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr7	125788938	126141138	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	126142865	127643352	4	3	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	127643990	134021543	3	2	1
f17f0419-b9a0-4070-b065-08302431258e	chr7	134021630	159334314	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr8	81254	30413513	1	1	0
f17f0419-b9a0-4070-b065-08302431258e	chr8	30414299	43968905	2	1	1
f17f0419-b9a0-4070-b065-08302431258e	chr8	45935912	145072769	3	2	1
